"symbol","pair","expiry","nomismaSymbol","classification"
"BCH0204","Exclude on Combined Table",,,
"BCH0211","Exclude on Combined Table",,,
"BCH0218","Exclude on Combined Table",,,
"BCH0304","Exclude on Combined Table",,,
"BCH0311","Exclude on Combined Table",,,
"BCH0318","Exclude on Combined Table",,,
"BCH0401","Exclude on Combined Table",,,
"BCH0408","Exclude on Combined Table",,,
"BCH0415","Exclude on Combined Table",,,
"BCH0422","Exclude on Combined Table",,,
"BCH0506","Exclude on Combined Table",,,
"BCH0513","Exclude on Combined Table",,,
"BCH0520","Exclude on Combined Table",,,
"BCH0603","Exclude on Combined Table",,,
"BCH0610","Exclude on Combined Table",,,
"BCH0617","Exclude on Combined Table",,,
"BCH0701","Exclude on Combined Table",,,
"BCH0708","Exclude on Combined Table",,,
"BCH0715","Exclude on Combined Table",,,
"BCH0722","Exclude on Combined Table",,,
"BCH0805","Exclude on Combined Table",,,
"BCH0812","Exclude on Combined Table",,,
"BCH0819","Exclude on Combined Table",,,
"BCH0902","Exclude on Combined Table",,,
"BCH0909","Exclude on Combined Table",,,
"BCH0916","Exclude on Combined Table",,,
"BCH0923","Exclude on Combined Table",,,
"BCH1007","Exclude on Combined Table",,,
"BCH1014","Exclude on Combined Table",,,
"BCH1021","Exclude on Combined Table",,,
"BCH1104","Exclude on Combined Table",,,
"BCH1111","Exclude on Combined Table",,,
"BCH1118","Exclude on Combined Table",,,
"BCH1202","Exclude on Combined Table",,,
"BCH1209","Exclude on Combined Table",,,
"BCH1216","Exclude on Combined Table",,,
"BCH1223","Exclude on Combined Table",,,
"BCH0106","Exclude on Combined Table",,,
"BCH0113","Exclude on Combined Table",,,
"BCH0120","Exclude on Combined Table",,,
"BCH0203","Exclude on Combined Table",,,
"BCH0210","Exclude on Combined Table",,,
"BCH0217","Exclude on Combined Table",,,
"BCH0303","Exclude on Combined Table",,,
"BCH0310","Exclude on Combined Table",,,
"BCH0317","Exclude on Combined Table",,,
"BCH0324","Exclude on Combined Table",,,
"BCH0407","Exclude on Combined Table",,,
"BCH0414","Exclude on Combined Table",,,
"BCH0421","Exclude on Combined Table",,,
"BCH0505","Exclude on Combined Table",,,
"BCH0512","Exclude on Combined Table",,,
"BCH0519","Exclude on Combined Table",,,
"BCH0602","Exclude on Combined Table",,,
"BCH0609","Exclude on Combined Table",,,
"BCH0616","Exclude on Combined Table",,,
"BCH0623","Exclude on Combined Table",,,
"BCH0707","Exclude on Combined Table",,,
"BCH0714","Exclude on Combined Table",,,
"BCH0721","Exclude on Combined Table",,,
"BCH0804","Exclude on Combined Table",,,
"BCH0811","Exclude on Combined Table",,,
"BCH0818","Exclude on Combined Table",,,
"BCH0901","Exclude on Combined Table",,,
"BCH0908","Exclude on Combined Table",,,
"BCH0915","Exclude on Combined Table",,,
"BCH0922","Exclude on Combined Table",,,
"BCH1006","Exclude on Combined Table",,,
"BCH1013","Exclude on Combined Table",,,
"BCH1020","Exclude on Combined Table",,,
"BCH1103","Exclude on Combined Table",,,
"BCH1110","Exclude on Combined Table",,,
"BCH1117","Exclude on Combined Table",,,
"BCH1201","Exclude on Combined Table",,,
"BCH1208","Exclude on Combined Table",,,
"BCH1215","Exclude on Combined Table",,,
"BCH1222","Exclude on Combined Table",,,
"BSV0823","Exclude on Combined Table",,,
"BSV0906","Exclude on Combined Table",,,
"BSV0913","Exclude on Combined Table",,,
"BSV0920","Exclude on Combined Table",,,
"BSV1004","Exclude on Combined Table",,,
"BSV1011","Exclude on Combined Table",,,
"BSV1018","Exclude on Combined Table",,,
"BSV1101","Exclude on Combined Table",,,
"BSV1108","Exclude on Combined Table",,,
"BSV1115","Exclude on Combined Table",,,
"BSV1122","Exclude on Combined Table",,,
"BSV1206","Exclude on Combined Table",,,
"BSV1213","Exclude on Combined Table",,,
"BSV1220","Exclude on Combined Table",,,
"BSV0103","Exclude on Combined Table",,,
"BSV0110","Exclude on Combined Table",,,
"BSV0117","Exclude on Combined Table",,,
"BSV0124","Exclude on Combined Table",,,
"BSV0207","Exclude on Combined Table",,,
"BSV0214","Exclude on Combined Table",,,
"BSV0221","Exclude on Combined Table",,,
"BSV0306","Exclude on Combined Table",,,
"BSV0313","Exclude on Combined Table",,,
"BSV0320","Exclude on Combined Table",,,
"BSV0403","Exclude on Combined Table",,,
"BSV0410","Exclude on Combined Table",,,
"BSV0417","Exclude on Combined Table",,,
"BSV0501","Exclude on Combined Table",,,
"BSV0508","Exclude on Combined Table",,,
"BSV0515","Exclude on Combined Table",,,
"BSV0522","Exclude on Combined Table",,,
"BSV0605","Exclude on Combined Table",,,
"BSV0612","Exclude on Combined Table",,,
"BSV0619","Exclude on Combined Table",,,
"BSV0703","Exclude on Combined Table",,,
"BSV0710","Exclude on Combined Table",,,
"BSV0717","Exclude on Combined Table",,,
"BSV0724","Exclude on Combined Table",,,
"BSV0807","Exclude on Combined Table",,,
"BSV0814","Exclude on Combined Table",,,
"BSV0821","Exclude on Combined Table",,,
"BSV0904","Exclude on Combined Table",,,
"BSV0911","Exclude on Combined Table",,,
"BSV0918","Exclude on Combined Table",,,
"BSV1002","Exclude on Combined Table",,,
"BSV1009","Exclude on Combined Table",,,
"BSV1016","Exclude on Combined Table",,,
"BSV1023","Exclude on Combined Table",,,
"BSV1106","Exclude on Combined Table",,,
"BSV1113","Exclude on Combined Table",,,
"BSV1120","Exclude on Combined Table",,,
"BSV1204","Exclude on Combined Table",,,
"BSV1211","Exclude on Combined Table",,,
"BSV1218","Exclude on Combined Table",,,
"BSV0101","Exclude on Combined Table",,,
"BSV0108","Exclude on Combined Table",,,
"BSV0115","Exclude on Combined Table",,,
"BSV0122","Exclude on Combined Table",,,
"BSV0205","Exclude on Combined Table",,,
"BSV0212","Exclude on Combined Table",,,
"BSV0219","Exclude on Combined Table",,,
"BSV0305","Exclude on Combined Table",,,
"BSV0312","Exclude on Combined Table",,,
"BSV0319","Exclude on Combined Table",,,
"BSV0402","Exclude on Combined Table",,,
"BSV0409","Exclude on Combined Table",,,
"BSV0416","Exclude on Combined Table",,,
"BSV0423","Exclude on Combined Table",,,
"BSV0507","Exclude on Combined Table",,,
"BSV0514","Exclude on Combined Table",,,
"BSV0521","Exclude on Combined Table",,,
"BSV0604","Exclude on Combined Table",,,
"BSV0611","Exclude on Combined Table",,,
"BSV0618","Exclude on Combined Table",,,
"BSV0702","Exclude on Combined Table",,,
"BSV0709","Exclude on Combined Table",,,
"BSV0716","Exclude on Combined Table",,,
"BSV0723","Exclude on Combined Table",,,
"BSV0806","Exclude on Combined Table",,,
"BSV0813","Exclude on Combined Table",,,
"BSV0820","Exclude on Combined Table",,,
"BSV0903","Exclude on Combined Table",,,
"BSV0910","Exclude on Combined Table",,,
"BSV0917","Exclude on Combined Table",,,
"BSV1001","Exclude on Combined Table",,,
"BSV1008","Exclude on Combined Table",,,
"BSV1015","Exclude on Combined Table",,,
"BSV1022","Exclude on Combined Table",,,
"BSV1105","Exclude on Combined Table",,,
"BSV1112","Exclude on Combined Table",,,
"BSV1119","Exclude on Combined Table",,,
"BSV1203","Exclude on Combined Table",,,
"BSV1210","Exclude on Combined Table",,,
"BSV1217","Exclude on Combined Table",,,
"BSV1224","Exclude on Combined Table",,,
"BSV0107","Exclude on Combined Table",,,
"BSV0114","Exclude on Combined Table",,,
"BSV0121","Exclude on Combined Table",,,
"BSV0204","Exclude on Combined Table",,,
"BSV0211","Exclude on Combined Table",,,
"BSV0218","Exclude on Combined Table",,,
"BSV0304","Exclude on Combined Table",,,
"BSV0311","Exclude on Combined Table",,,
"BSV0318","Exclude on Combined Table",,,
"BSV0401","Exclude on Combined Table",,,
"BSV0408","Exclude on Combined Table",,,
"BSV0415","Exclude on Combined Table",,,
"BSV0422","Exclude on Combined Table",,,
"BSV0506","Exclude on Combined Table",,,
"BSV0513","Exclude on Combined Table",,,
"BSV0520","Exclude on Combined Table",,,
"BSV0603","Exclude on Combined Table",,,
"BSV0610","Exclude on Combined Table",,,
"BSV0617","Exclude on Combined Table",,,
"BSV0701","Exclude on Combined Table",,,
"BSV0708","Exclude on Combined Table",,,
"BSV0715","Exclude on Combined Table",,,
"BSV0722","Exclude on Combined Table",,,
"BSV0805","Exclude on Combined Table",,,
"BSV0812","Exclude on Combined Table",,,
"BSV0819","Exclude on Combined Table",,,
"BSV0902","Exclude on Combined Table",,,
"BSV0909","Exclude on Combined Table",,,
"BSV0916","Exclude on Combined Table",,,
"BSV0923","Exclude on Combined Table",,,
"BSV1007","Exclude on Combined Table",,,
"BSV1014","Exclude on Combined Table",,,
"BSV1021","Exclude on Combined Table",,,
"BSV1104","Exclude on Combined Table",,,
"BSV1111","Exclude on Combined Table",,,
"BSV1118","Exclude on Combined Table",,,
"BSV1202","Exclude on Combined Table",,,
"BSV1209","Exclude on Combined Table",,,
"BSV1216","Exclude on Combined Table",,,
"BSV1223","Exclude on Combined Table",,,
"BSV0106","Exclude on Combined Table",,,
"BSV0113","Exclude on Combined Table",,,
"BSV0120","Exclude on Combined Table",,,
"BSV0203","Exclude on Combined Table",,,
"BSV0210","Exclude on Combined Table",,,
"BSV0217","Exclude on Combined Table",,,
"BSV0303","Exclude on Combined Table",,,
"BSV0310","Exclude on Combined Table",,,
"BSV0317","Exclude on Combined Table",,,
"BSV0324","Exclude on Combined Table",,,
"BSV0407","Exclude on Combined Table",,,
"BSV0414","Exclude on Combined Table",,,
"BSV0421","Exclude on Combined Table",,,
"BSV0505","Exclude on Combined Table",,,
"BSV0512","Exclude on Combined Table",,,
"BSV0519","Exclude on Combined Table",,,
"BSV0602","Exclude on Combined Table",,,
"BSV0609","Exclude on Combined Table",,,
"BSV0616","Exclude on Combined Table",,,
"BSV0623","Exclude on Combined Table",,,
"BSV0707","Exclude on Combined Table",,,
"BSV0714","Exclude on Combined Table",,,
"BSV0721","Exclude on Combined Table",,,
"BSV0804","Exclude on Combined Table",,,
"BSV0811","Exclude on Combined Table",,,
"BSV0818","Exclude on Combined Table",,,
"BSV0901","Exclude on Combined Table",,,
"BSV0908","Exclude on Combined Table",,,
"BSV0915","Exclude on Combined Table",,,
"BSV0922","Exclude on Combined Table",,,
"BSV1006","Exclude on Combined Table",,,
"BSV1013","Exclude on Combined Table",,,
"BSV1020","Exclude on Combined Table",,,
"BSV1103","Exclude on Combined Table",,,
"BSV1110","Exclude on Combined Table",,,
"BSV1117","Exclude on Combined Table",,,
"BSV1201","Exclude on Combined Table",,,
"BSV1208","Exclude on Combined Table",,,
"BSV1215","Exclude on Combined Table",,,
"BSV1222","Exclude on Combined Table",,,
"TRX0823","Exclude on Combined Table",,,
"TRX0906","Exclude on Combined Table",,,
"TRX0913","Exclude on Combined Table",,,
"TRX0920","Exclude on Combined Table",,,
"TRX1004","Exclude on Combined Table",,,
"TRX1011","Exclude on Combined Table",,,
"TRX1018","Exclude on Combined Table",,,
"TRX1101","Exclude on Combined Table",,,
"TRX1108","Exclude on Combined Table",,,
"TRX1115","Exclude on Combined Table",,,
"TRX1122","Exclude on Combined Table",,,
"TRX1206","Exclude on Combined Table",,,
"TRX1213","Exclude on Combined Table",,,
"TRX1220","Exclude on Combined Table",,,
"TRX0103","Exclude on Combined Table",,,
"TRX0110","Exclude on Combined Table",,,
"TRX0117","Exclude on Combined Table",,,
"TRX0124","Exclude on Combined Table",,,
"TRX0207","Exclude on Combined Table",,,
"TRX0214","Exclude on Combined Table",,,
"TRX0221","Exclude on Combined Table",,,
"TRX0306","Exclude on Combined Table",,,
"TRX0313","Exclude on Combined Table",,,
"TRX0320","Exclude on Combined Table",,,
"TRX0403","Exclude on Combined Table",,,
"TRX0410","Exclude on Combined Table",,,
"TRX0417","Exclude on Combined Table",,,
"TRX0501","Exclude on Combined Table",,,
"TRX0508","Exclude on Combined Table",,,
"TRX0515","Exclude on Combined Table",,,
"TRX0522","Exclude on Combined Table",,,
"TRX0605","Exclude on Combined Table",,,
"TRX0612","Exclude on Combined Table",,,
"TRX0619","Exclude on Combined Table",,,
"TRX0703","Exclude on Combined Table",,,
"TRX0710","Exclude on Combined Table",,,
"TRX0717","Exclude on Combined Table",,,
"TRX0724","Exclude on Combined Table",,,
"TRX0807","Exclude on Combined Table",,,
"TRX0814","Exclude on Combined Table",,,
"TRX0821","Exclude on Combined Table",,,
"TRX0904","Exclude on Combined Table",,,
"TRX0911","Exclude on Combined Table",,,
"TRX0918","Exclude on Combined Table",,,
"TRX1002","Exclude on Combined Table",,,
"TRX1009","Exclude on Combined Table",,,
"TRX1016","Exclude on Combined Table",,,
"TRX1023","Exclude on Combined Table",,,
"TRX1106","Exclude on Combined Table",,,
"TRX1113","Exclude on Combined Table",,,
"TRX1120","Exclude on Combined Table",,,
"TRX1204","Exclude on Combined Table",,,
"TRX1211","Exclude on Combined Table",,,
"TRX1218","Exclude on Combined Table",,,
"TRX0101","Exclude on Combined Table",,,
"TRX0108","Exclude on Combined Table",,,
"TRX0115","Exclude on Combined Table",,,
"TRX0122","Exclude on Combined Table",,,
"TRX0205","Exclude on Combined Table",,,
"TRX0212","Exclude on Combined Table",,,
"TRX0219","Exclude on Combined Table",,,
"TRX0305","Exclude on Combined Table",,,
"TRX0312","Exclude on Combined Table",,,
"TRX0319","Exclude on Combined Table",,,
"TRX0402","Exclude on Combined Table",,,
"TRX0409","Exclude on Combined Table",,,
"TRX0416","Exclude on Combined Table",,,
"TRX0423","Exclude on Combined Table",,,
"TRX0507","Exclude on Combined Table",,,
"TRX0514","Exclude on Combined Table",,,
"TRX0521","Exclude on Combined Table",,,
"TRX0604","Exclude on Combined Table",,,
"TRX0611","Exclude on Combined Table",,,
"TRX0618","Exclude on Combined Table",,,
"TRX0702","Exclude on Combined Table",,,
"TRX0709","Exclude on Combined Table",,,
"TRX0716","Exclude on Combined Table",,,
"TRX0723","Exclude on Combined Table",,,
"TRX0806","Exclude on Combined Table",,,
"TRX0813","Exclude on Combined Table",,,
"TRX0820","Exclude on Combined Table",,,
"TRX0903","Exclude on Combined Table",,,
"TRX0910","Exclude on Combined Table",,,
"TRX0917","Exclude on Combined Table",,,
"TRX1001","Exclude on Combined Table",,,
"TRX1008","Exclude on Combined Table",,,
"TRX1015","Exclude on Combined Table",,,
"TRX1022","Exclude on Combined Table",,,
"TRX1105","Exclude on Combined Table",,,
"TRX1112","Exclude on Combined Table",,,
"TRX1119","Exclude on Combined Table",,,
"TRX1203","Exclude on Combined Table",,,
"TRX1210","Exclude on Combined Table",,,
"TRX1217","Exclude on Combined Table",,,
"TRX1224","Exclude on Combined Table",,,
"TRX0107","Exclude on Combined Table",,,
"TRX0114","Exclude on Combined Table",,,
"TRX0121","Exclude on Combined Table",,,
"TRX0204","Exclude on Combined Table",,,
"TRX0211","Exclude on Combined Table",,,
"TRX0218","Exclude on Combined Table",,,
"TRX0304","Exclude on Combined Table",,,
"TRX0311","Exclude on Combined Table",,,
"TRX0318","Exclude on Combined Table",,,
"TRX0401","Exclude on Combined Table",,,
"TRX0408","Exclude on Combined Table",,,
"TRX0415","Exclude on Combined Table",,,
"TRX0422","Exclude on Combined Table",,,
"TRX0506","Exclude on Combined Table",,,
"TRX0513","Exclude on Combined Table",,,
"TRX0520","Exclude on Combined Table",,,
"TRX0603","Exclude on Combined Table",,,
"TRX0610","Exclude on Combined Table",,,
"TRX0617","Exclude on Combined Table",,,
"TRX0701","Exclude on Combined Table",,,
"TRX0708","Exclude on Combined Table",,,
"TRX0715","Exclude on Combined Table",,,
"TRX0722","Exclude on Combined Table",,,
"TRX0805","Exclude on Combined Table",,,
"TRX0812","Exclude on Combined Table",,,
"TRX0819","Exclude on Combined Table",,,
"TRX0902","Exclude on Combined Table",,,
"TRX0909","Exclude on Combined Table",,,
"TRX0916","Exclude on Combined Table",,,
"TRX0923","Exclude on Combined Table",,,
"TRX1007","Exclude on Combined Table",,,
"TRX1014","Exclude on Combined Table",,,
"TRX1021","Exclude on Combined Table",,,
"TRX1104","Exclude on Combined Table",,,
"TRX1111","Exclude on Combined Table",,,
"TRX1118","Exclude on Combined Table",,,
"TRX1202","Exclude on Combined Table",,,
"TRX1209","Exclude on Combined Table",,,
"TRX1216","Exclude on Combined Table",,,
"TRX1223","Exclude on Combined Table",,,
"TRX0106","Exclude on Combined Table",,,
"TRX0113","Exclude on Combined Table",,,
"TRX0120","Exclude on Combined Table",,,
"TRX0203","Exclude on Combined Table",,,
"TRX0210","Exclude on Combined Table",,,
"TRX0217","Exclude on Combined Table",,,
"TRX0303","Exclude on Combined Table",,,
"TRX0310","Exclude on Combined Table",,,
"TRX0317","Exclude on Combined Table",,,
"TRX0324","Exclude on Combined Table",,,
"TRX0407","Exclude on Combined Table",,,
"TRX0414","Exclude on Combined Table",,,
"TRX0421","Exclude on Combined Table",,,
"TRX0505","Exclude on Combined Table",,,
"TRX0512","Exclude on Combined Table",,,
"TRX0519","Exclude on Combined Table",,,
"TRX0602","Exclude on Combined Table",,,
"TRX0609","Exclude on Combined Table",,,
"TRX0616","Exclude on Combined Table",,,
"TRX0623","Exclude on Combined Table",,,
"TRX0707","Exclude on Combined Table",,,
"TRX0714","Exclude on Combined Table",,,
"TRX0721","Exclude on Combined Table",,,
"TRX0804","Exclude on Combined Table",,,
"TRX0811","Exclude on Combined Table",,,
"TRX0818","Exclude on Combined Table",,,
"TRX0901","Exclude on Combined Table",,,
"TRX0908","Exclude on Combined Table",,,
"TRX0915","Exclude on Combined Table",,,
"TRX0922","Exclude on Combined Table",,,
"TRX1006","Exclude on Combined Table",,,
"TRX1013","Exclude on Combined Table",,,
"TRX1020","Exclude on Combined Table",,,
"TRX1103","Exclude on Combined Table",,,
"TRX1110","Exclude on Combined Table",,,
"TRX1117","Exclude on Combined Table",,,
"TRX1201","Exclude on Combined Table",,,
"TRX1208","Exclude on Combined Table",,,
"TRX1215","Exclude on Combined Table",,,
"TRX1222","Exclude on Combined Table",,,
