"symbol","pair","expiry","nomismaSymbol","classification"
"BSV0830","BSV/USD","Aug19","BSV/USD - Aug19","Pair"
"BSV0927","BSV/USD","Sep19","BSV/USD - Sep19","Pair"
"BSV1025","BSV/USD","Oct19","BSV/USD - Oct19","Pair"
"BSV1129","BSV/USD","Nov19","BSV/USD - Nov19","Pair"
"BSV1227","BSV/USD","Dec19","BSV/USD - Dec19","Pair"
"BSV0131","BSV/USD","Jan20","BSV/USD - Jan20","Pair"
"BSV0228","BSV/USD","Feb20","BSV/USD - Feb20","Pair"
"BSV0327","BSV/USD","Mar20","BSV/USD - Mar20","Pair"
"BSV0424","BSV/USD","Apr20","BSV/USD - Apr20","Pair"
"BSV0529","BSV/USD","May20","BSV/USD - May20","Pair"
"BSV0626","BSV/USD","Jun20","BSV/USD - Jun20","Pair"
"BSV0731","BSV/USD","Jul20","BSV/USD - Jul20","Pair"
"BSV0828","BSV/USD","Aug20","BSV/USD - Aug20","Pair"
"BSV0925","BSV/USD","Sep20","BSV/USD - Sep20","Pair"
"BSV1030","BSV/USD","Oct20","BSV/USD - Oct20","Pair"
"BSV1127","BSV/USD","Nov20","BSV/USD - Nov20","Pair"
"BSV1225","BSV/USD","Dec20","BSV/USD - Dec20","Pair"
"BSV0129","BSV/USD","Jan21","BSV/USD - Jan21","Pair"
"BSV0226","BSV/USD","Feb21","BSV/USD - Feb21","Pair"
"BSV0326","BSV/USD","Mar21","BSV/USD - Mar21","Pair"
"BSV0430","BSV/USD","Apr21","BSV/USD - Apr21","Pair"
"BSV0528","BSV/USD","May21","BSV/USD - May21","Pair"
"BSV0625","BSV/USD","Jun21","BSV/USD - Jun21","Pair"
"BSV0730","BSV/USD","Jul21","BSV/USD - Jul21","Pair"
"BSV0827","BSV/USD","Aug21","BSV/USD - Aug21","Pair"
"BSV0924","BSV/USD","Sep21","BSV/USD - Sep21","Pair"
"BSV1029","BSV/USD","Oct21","BSV/USD - Oct21","Pair"
"BSV1126","BSV/USD","Nov21","BSV/USD - Nov21","Pair"
"BSV1231","BSV/USD","Dec21","BSV/USD - Dec21","Pair"
"BSV0128","BSV/USD","Jan22","BSV/USD - Jan22","Pair"
"BSV0225","BSV/USD","Feb22","BSV/USD - Feb22","Pair"
"BSV0325","BSV/USD","Mar22","BSV/USD - Mar22","Pair"
"BSV0429","BSV/USD","Apr22","BSV/USD - Apr22","Pair"
"BSV0527","BSV/USD","May22","BSV/USD - May22","Pair"
"BSV0624","BSV/USD","Jun22","BSV/USD - Jun22","Pair"
"BSV0729","BSV/USD","Jul22","BSV/USD - Jul22","Pair"
"BSV0826","BSV/USD","Aug22","BSV/USD - Aug22","Pair"
"BSV0930","BSV/USD","Sep22","BSV/USD - Sep22","Pair"
"BSV1028","BSV/USD","Oct22","BSV/USD - Oct22","Pair"
"BSV1125","BSV/USD","Nov22","BSV/USD - Nov22","Pair"
"BSV1230","BSV/USD","Dec22","BSV/USD - Dec22","Pair"
"BSV0127","BSV/USD","Jan23","BSV/USD - Jan23","Pair"
"BSV0224","BSV/USD","Feb23","BSV/USD - Feb23","Pair"
"BSV0331","BSV/USD","Mar23","BSV/USD - Mar23","Pair"
"BSV0428","BSV/USD","Apr23","BSV/USD - Apr23","Pair"
"BSV0526","BSV/USD","May23","BSV/USD - May23","Pair"
"BSV0630","BSV/USD","Jun23","BSV/USD - Jun23","Pair"
"BSV0728","BSV/USD","Jul23","BSV/USD - Jul23","Pair"
"BSV0825","BSV/USD","Aug23","BSV/USD - Aug23","Pair"
"BSV0929","BSV/USD","Sep23","BSV/USD - Sep23","Pair"
"BSV1027","BSV/USD","Oct23","BSV/USD - Oct23","Pair"
"BSV1124","BSV/USD","Nov23","BSV/USD - Nov23","Pair"
"BSV1229","BSV/USD","Dec23","BSV/USD - Dec23","Pair"
"TRX Swap","TRX/USD","Perpetual","TRX/USD - Perpetual","Pair"
"TRX0830","TRX/USD","Aug19","TRX/USD - Aug19","Pair"
"TRX0927","TRX/USD","Sep19","TRX/USD - Sep19","Pair"
"TRX1025","TRX/USD","Oct19","TRX/USD - Oct19","Pair"
"TRX1129","TRX/USD","Nov19","TRX/USD - Nov19","Pair"
"TRX1227","TRX/USD","Dec19","TRX/USD - Dec19","Pair"
"TRX0131","TRX/USD","Jan20","TRX/USD - Jan20","Pair"
"TRX0228","TRX/USD","Feb20","TRX/USD - Feb20","Pair"
"TRX0327","TRX/USD","Mar20","TRX/USD - Mar20","Pair"
"TRX0424","TRX/USD","Apr20","TRX/USD - Apr20","Pair"
"TRX0529","TRX/USD","May20","TRX/USD - May20","Pair"
"TRX0626","TRX/USD","Jun20","TRX/USD - Jun20","Pair"
"TRX0731","TRX/USD","Jul20","TRX/USD - Jul20","Pair"
"TRX0828","TRX/USD","Aug20","TRX/USD - Aug20","Pair"
"TRX0925","TRX/USD","Sep20","TRX/USD - Sep20","Pair"
"TRX1030","TRX/USD","Oct20","TRX/USD - Oct20","Pair"
"TRX1127","TRX/USD","Nov20","TRX/USD - Nov20","Pair"
"TRX1225","TRX/USD","Dec20","TRX/USD - Dec20","Pair"
"TRX0129","TRX/USD","Jan21","TRX/USD - Jan21","Pair"
"TRX0226","TRX/USD","Feb21","TRX/USD - Feb21","Pair"
"TRX0326","TRX/USD","Mar21","TRX/USD - Mar21","Pair"
"TRX0430","TRX/USD","Apr21","TRX/USD - Apr21","Pair"
"TRX0528","TRX/USD","May21","TRX/USD - May21","Pair"
"TRX0625","TRX/USD","Jun21","TRX/USD - Jun21","Pair"
"TRX0730","TRX/USD","Jul21","TRX/USD - Jul21","Pair"
"TRX0827","TRX/USD","Aug21","TRX/USD - Aug21","Pair"
"TRX0924","TRX/USD","Sep21","TRX/USD - Sep21","Pair"
"TRX1029","TRX/USD","Oct21","TRX/USD - Oct21","Pair"
"TRX1126","TRX/USD","Nov21","TRX/USD - Nov21","Pair"
"TRX1231","TRX/USD","Dec21","TRX/USD - Dec21","Pair"
"TRX0128","TRX/USD","Jan22","TRX/USD - Jan22","Pair"
"TRX0225","TRX/USD","Feb22","TRX/USD - Feb22","Pair"
"TRX0325","TRX/USD","Mar22","TRX/USD - Mar22","Pair"
"TRX0429","TRX/USD","Apr22","TRX/USD - Apr22","Pair"
"TRX0527","TRX/USD","May22","TRX/USD - May22","Pair"
"TRX0624","TRX/USD","Jun22","TRX/USD - Jun22","Pair"
"TRX0729","TRX/USD","Jul22","TRX/USD - Jul22","Pair"
"TRX0826","TRX/USD","Aug22","TRX/USD - Aug22","Pair"
"TRX0930","TRX/USD","Sep22","TRX/USD - Sep22","Pair"
"TRX1028","TRX/USD","Oct22","TRX/USD - Oct22","Pair"
"TRX1125","TRX/USD","Nov22","TRX/USD - Nov22","Pair"
"TRX1230","TRX/USD","Dec22","TRX/USD - Dec22","Pair"
"TRX0127","TRX/USD","Jan23","TRX/USD - Jan23","Pair"
"TRX0224","TRX/USD","Feb23","TRX/USD - Feb23","Pair"
"TRX0331","TRX/USD","Mar23","TRX/USD - Mar23","Pair"
"TRX0428","TRX/USD","Apr23","TRX/USD - Apr23","Pair"
"TRX0526","TRX/USD","May23","TRX/USD - May23","Pair"
"TRX0630","TRX/USD","Jun23","TRX/USD - Jun23","Pair"
"TRX0728","TRX/USD","Jul23","TRX/USD - Jul23","Pair"
"TRX0825","TRX/USD","Aug23","TRX/USD - Aug23","Pair"
"TRX0929","TRX/USD","Sep23","TRX/USD - Sep23","Pair"
"TRX1027","TRX/USD","Oct23","TRX/USD - Oct23","Pair"
"TRX1124","TRX/USD","Nov23","TRX/USD - Nov23","Pair"
"TRX1229","TRX/USD","Dec23","TRX/USD - Dec23","Pair"
"BTC0823","Exclude on Combined Table",,,
"BTC0906","Exclude on Combined Table",,,
"BTC0913","Exclude on Combined Table",,,
"BTC0920","Exclude on Combined Table",,,
"BTC1004","Exclude on Combined Table",,,
"BTC1011","Exclude on Combined Table",,,
"BTC1018","Exclude on Combined Table",,,
"BTC1101","Exclude on Combined Table",,,
"BTC1108","Exclude on Combined Table",,,
"BTC1115","Exclude on Combined Table",,,
"BTC1122","Exclude on Combined Table",,,
"BTC1206","Exclude on Combined Table",,,
"BTC1213","Exclude on Combined Table",,,
"BTC1220","Exclude on Combined Table",,,
"BTC0103","Exclude on Combined Table",,,
"BTC0110","Exclude on Combined Table",,,
"BTC0117","Exclude on Combined Table",,,
"BTC0124","Exclude on Combined Table",,,
"BTC0207","Exclude on Combined Table",,,
"BTC0214","Exclude on Combined Table",,,
"BTC0221","Exclude on Combined Table",,,
"BTC0306","Exclude on Combined Table",,,
"BTC0313","Exclude on Combined Table",,,
"BTC0320","Exclude on Combined Table",,,
"BTC0403","Exclude on Combined Table",,,
"BTC0410","Exclude on Combined Table",,,
"BTC0417","Exclude on Combined Table",,,
"BTC0501","Exclude on Combined Table",,,
"BTC0508","Exclude on Combined Table",,,
"BTC0515","Exclude on Combined Table",,,
"BTC0522","Exclude on Combined Table",,,
"BTC0605","Exclude on Combined Table",,,
"BTC0612","Exclude on Combined Table",,,
"BTC0619","Exclude on Combined Table",,,
"BTC0703","Exclude on Combined Table",,,
"BTC0710","Exclude on Combined Table",,,
"BTC0717","Exclude on Combined Table",,,
"BTC0724","Exclude on Combined Table",,,
"BTC0807","Exclude on Combined Table",,,
"BTC0814","Exclude on Combined Table",,,
"BTC0821","Exclude on Combined Table",,,
"BTC0904","Exclude on Combined Table",,,
"BTC0911","Exclude on Combined Table",,,
"BTC0918","Exclude on Combined Table",,,
"BTC1002","Exclude on Combined Table",,,
"BTC1009","Exclude on Combined Table",,,
"BTC1016","Exclude on Combined Table",,,
"BTC1023","Exclude on Combined Table",,,
"BTC1106","Exclude on Combined Table",,,
"BTC1113","Exclude on Combined Table",,,
"BTC1120","Exclude on Combined Table",,,
"BTC1204","Exclude on Combined Table",,,
"BTC1211","Exclude on Combined Table",,,
"BTC1218","Exclude on Combined Table",,,
"BTC0101","Exclude on Combined Table",,,
"BTC0108","Exclude on Combined Table",,,
"BTC0115","Exclude on Combined Table",,,
"BTC0122","Exclude on Combined Table",,,
"BTC0205","Exclude on Combined Table",,,
"BTC0212","Exclude on Combined Table",,,
"BTC0219","Exclude on Combined Table",,,
"BTC0305","Exclude on Combined Table",,,
"BTC0312","Exclude on Combined Table",,,
"BTC0319","Exclude on Combined Table",,,
"BTC0402","Exclude on Combined Table",,,
"BTC0409","Exclude on Combined Table",,,
"BTC0416","Exclude on Combined Table",,,
"BTC0423","Exclude on Combined Table",,,
"BTC0507","Exclude on Combined Table",,,
"BTC0514","Exclude on Combined Table",,,
"BTC0521","Exclude on Combined Table",,,
"BTC0604","Exclude on Combined Table",,,
"BTC0611","Exclude on Combined Table",,,
"BTC0618","Exclude on Combined Table",,,
"BTC0702","Exclude on Combined Table",,,
"BTC0709","Exclude on Combined Table",,,
"BTC0716","Exclude on Combined Table",,,
"BTC0723","Exclude on Combined Table",,,
"BTC0806","Exclude on Combined Table",,,
"BTC0813","Exclude on Combined Table",,,
"BTC0820","Exclude on Combined Table",,,
"BTC0903","Exclude on Combined Table",,,
"BTC0910","Exclude on Combined Table",,,
"BTC0917","Exclude on Combined Table",,,
"BTC1001","Exclude on Combined Table",,,
"BTC1008","Exclude on Combined Table",,,
"BTC1015","Exclude on Combined Table",,,
"BTC1022","Exclude on Combined Table",,,
"BTC1105","Exclude on Combined Table",,,
"BTC1112","Exclude on Combined Table",,,
"BTC1119","Exclude on Combined Table",,,
"BTC1203","Exclude on Combined Table",,,
"BTC1210","Exclude on Combined Table",,,
"BTC1217","Exclude on Combined Table",,,
"BTC1224","Exclude on Combined Table",,,
"BTC0107","Exclude on Combined Table",,,
"BTC0114","Exclude on Combined Table",,,
"BTC0121","Exclude on Combined Table",,,
"BTC0204","Exclude on Combined Table",,,
"BTC0211","Exclude on Combined Table",,,
"BTC0218","Exclude on Combined Table",,,
"BTC0304","Exclude on Combined Table",,,
"BTC0311","Exclude on Combined Table",,,
"BTC0318","Exclude on Combined Table",,,
"BTC0401","Exclude on Combined Table",,,
"BTC0408","Exclude on Combined Table",,,
"BTC0415","Exclude on Combined Table",,,
"BTC0422","Exclude on Combined Table",,,
"BTC0506","Exclude on Combined Table",,,
"BTC0513","Exclude on Combined Table",,,
"BTC0520","Exclude on Combined Table",,,
"BTC0603","Exclude on Combined Table",,,
"BTC0610","Exclude on Combined Table",,,
"BTC0617","Exclude on Combined Table",,,
"BTC0701","Exclude on Combined Table",,,
"BTC0708","Exclude on Combined Table",,,
"BTC0715","Exclude on Combined Table",,,
"BTC0722","Exclude on Combined Table",,,
"BTC0805","Exclude on Combined Table",,,
"BTC0812","Exclude on Combined Table",,,
"BTC0819","Exclude on Combined Table",,,
"BTC0902","Exclude on Combined Table",,,
"BTC0909","Exclude on Combined Table",,,
"BTC0916","Exclude on Combined Table",,,
"BTC0923","Exclude on Combined Table",,,
"BTC1007","Exclude on Combined Table",,,
"BTC1014","Exclude on Combined Table",,,
"BTC1021","Exclude on Combined Table",,,
"BTC1104","Exclude on Combined Table",,,
"BTC1111","Exclude on Combined Table",,,
"BTC1118","Exclude on Combined Table",,,
"BTC1202","Exclude on Combined Table",,,
"BTC1209","Exclude on Combined Table",,,
"BTC1216","Exclude on Combined Table",,,
"BTC1223","Exclude on Combined Table",,,
"BTC0106","Exclude on Combined Table",,,
"BTC0113","Exclude on Combined Table",,,
"BTC0120","Exclude on Combined Table",,,
"BTC0203","Exclude on Combined Table",,,
"BTC0210","Exclude on Combined Table",,,
"BTC0217","Exclude on Combined Table",,,
"BTC0303","Exclude on Combined Table",,,
"BTC0310","Exclude on Combined Table",,,
"BTC0317","Exclude on Combined Table",,,
"BTC0324","Exclude on Combined Table",,,
"BTC0407","Exclude on Combined Table",,,
"BTC0414","Exclude on Combined Table",,,
"BTC0421","Exclude on Combined Table",,,
"BTC0505","Exclude on Combined Table",,,
"BTC0512","Exclude on Combined Table",,,
"BTC0519","Exclude on Combined Table",,,
"BTC0602","Exclude on Combined Table",,,
"BTC0609","Exclude on Combined Table",,,
"BTC0616","Exclude on Combined Table",,,
"BTC0623","Exclude on Combined Table",,,
"BTC0707","Exclude on Combined Table",,,
"BTC0714","Exclude on Combined Table",,,
"BTC0721","Exclude on Combined Table",,,
"BTC0804","Exclude on Combined Table",,,
"BTC0811","Exclude on Combined Table",,,
"BTC0818","Exclude on Combined Table",,,
"BTC0901","Exclude on Combined Table",,,
"BTC0908","Exclude on Combined Table",,,
"BTC0915","Exclude on Combined Table",,,
"BTC0922","Exclude on Combined Table",,,
"BTC1006","Exclude on Combined Table",,,
"BTC1013","Exclude on Combined Table",,,
"BTC1020","Exclude on Combined Table",,,
"BTC1103","Exclude on Combined Table",,,
"BTC1110","Exclude on Combined Table",,,
"BTC1117","Exclude on Combined Table",,,
"BTC1201","Exclude on Combined Table",,,
"BTC1208","Exclude on Combined Table",,,
"BTC1215","Exclude on Combined Table",,,
"BTC1222","Exclude on Combined Table",,,
"LTC0823","Exclude on Combined Table",,,
"LTC0906","Exclude on Combined Table",,,
"LTC0913","Exclude on Combined Table",,,
"LTC0920","Exclude on Combined Table",,,
"LTC1004","Exclude on Combined Table",,,
"LTC1011","Exclude on Combined Table",,,
"LTC1018","Exclude on Combined Table",,,
"LTC1101","Exclude on Combined Table",,,
"LTC1108","Exclude on Combined Table",,,
"LTC1115","Exclude on Combined Table",,,
"LTC1122","Exclude on Combined Table",,,
"LTC1206","Exclude on Combined Table",,,
"LTC1213","Exclude on Combined Table",,,
"LTC1220","Exclude on Combined Table",,,
"LTC0103","Exclude on Combined Table",,,
"LTC0110","Exclude on Combined Table",,,
"LTC0117","Exclude on Combined Table",,,
"LTC0124","Exclude on Combined Table",,,
"LTC0207","Exclude on Combined Table",,,
"LTC0214","Exclude on Combined Table",,,
"LTC0221","Exclude on Combined Table",,,
"LTC0306","Exclude on Combined Table",,,
"LTC0313","Exclude on Combined Table",,,
"LTC0320","Exclude on Combined Table",,,
"LTC0403","Exclude on Combined Table",,,
"LTC0410","Exclude on Combined Table",,,
"LTC0417","Exclude on Combined Table",,,
"LTC0501","Exclude on Combined Table",,,
"LTC0508","Exclude on Combined Table",,,
"LTC0515","Exclude on Combined Table",,,
"LTC0522","Exclude on Combined Table",,,
"LTC0605","Exclude on Combined Table",,,
"LTC0612","Exclude on Combined Table",,,
"LTC0619","Exclude on Combined Table",,,
"LTC0703","Exclude on Combined Table",,,
"LTC0710","Exclude on Combined Table",,,
"LTC0717","Exclude on Combined Table",,,
"LTC0724","Exclude on Combined Table",,,
"LTC0807","Exclude on Combined Table",,,
"LTC0814","Exclude on Combined Table",,,
"LTC0821","Exclude on Combined Table",,,
"LTC0904","Exclude on Combined Table",,,
"LTC0911","Exclude on Combined Table",,,
"LTC0918","Exclude on Combined Table",,,
"LTC1002","Exclude on Combined Table",,,
"LTC1009","Exclude on Combined Table",,,
"LTC1016","Exclude on Combined Table",,,
"LTC1023","Exclude on Combined Table",,,
"LTC1106","Exclude on Combined Table",,,
"LTC1113","Exclude on Combined Table",,,
"LTC1120","Exclude on Combined Table",,,
"LTC1204","Exclude on Combined Table",,,
"LTC1211","Exclude on Combined Table",,,
"LTC1218","Exclude on Combined Table",,,
"LTC0101","Exclude on Combined Table",,,
"LTC0108","Exclude on Combined Table",,,
"LTC0115","Exclude on Combined Table",,,
"LTC0122","Exclude on Combined Table",,,
"LTC0205","Exclude on Combined Table",,,
"LTC0212","Exclude on Combined Table",,,
"LTC0219","Exclude on Combined Table",,,
"LTC0305","Exclude on Combined Table",,,
"LTC0312","Exclude on Combined Table",,,
"LTC0319","Exclude on Combined Table",,,
"LTC0402","Exclude on Combined Table",,,
"LTC0409","Exclude on Combined Table",,,
"LTC0416","Exclude on Combined Table",,,
"LTC0423","Exclude on Combined Table",,,
"LTC0507","Exclude on Combined Table",,,
"LTC0514","Exclude on Combined Table",,,
"LTC0521","Exclude on Combined Table",,,
"LTC0604","Exclude on Combined Table",,,
"LTC0611","Exclude on Combined Table",,,
"LTC0618","Exclude on Combined Table",,,
"LTC0702","Exclude on Combined Table",,,
"LTC0709","Exclude on Combined Table",,,
"LTC0716","Exclude on Combined Table",,,
"LTC0723","Exclude on Combined Table",,,
"LTC0806","Exclude on Combined Table",,,
"LTC0813","Exclude on Combined Table",,,
"LTC0820","Exclude on Combined Table",,,
"LTC0903","Exclude on Combined Table",,,
"LTC0910","Exclude on Combined Table",,,
"LTC0917","Exclude on Combined Table",,,
"LTC1001","Exclude on Combined Table",,,
"LTC1008","Exclude on Combined Table",,,
"LTC1015","Exclude on Combined Table",,,
"LTC1022","Exclude on Combined Table",,,
"LTC1105","Exclude on Combined Table",,,
"LTC1112","Exclude on Combined Table",,,
"LTC1119","Exclude on Combined Table",,,
"LTC1203","Exclude on Combined Table",,,
"LTC1210","Exclude on Combined Table",,,
"LTC1217","Exclude on Combined Table",,,
"LTC1224","Exclude on Combined Table",,,
"LTC0107","Exclude on Combined Table",,,
"LTC0114","Exclude on Combined Table",,,
"LTC0121","Exclude on Combined Table",,,
"LTC0204","Exclude on Combined Table",,,
"LTC0211","Exclude on Combined Table",,,
"LTC0218","Exclude on Combined Table",,,
"LTC0304","Exclude on Combined Table",,,
"LTC0311","Exclude on Combined Table",,,
"LTC0318","Exclude on Combined Table",,,
"LTC0401","Exclude on Combined Table",,,
"LTC0408","Exclude on Combined Table",,,
"LTC0415","Exclude on Combined Table",,,
"LTC0422","Exclude on Combined Table",,,
"LTC0506","Exclude on Combined Table",,,
"LTC0513","Exclude on Combined Table",,,
"LTC0520","Exclude on Combined Table",,,
"LTC0603","Exclude on Combined Table",,,
"LTC0610","Exclude on Combined Table",,,
"LTC0617","Exclude on Combined Table",,,
"LTC0701","Exclude on Combined Table",,,
"LTC0708","Exclude on Combined Table",,,
"LTC0715","Exclude on Combined Table",,,
"LTC0722","Exclude on Combined Table",,,
"LTC0805","Exclude on Combined Table",,,
"LTC0812","Exclude on Combined Table",,,
"LTC0819","Exclude on Combined Table",,,
"LTC0902","Exclude on Combined Table",,,
"LTC0909","Exclude on Combined Table",,,
"LTC0916","Exclude on Combined Table",,,
"LTC0923","Exclude on Combined Table",,,
"LTC1007","Exclude on Combined Table",,,
"LTC1014","Exclude on Combined Table",,,
"LTC1021","Exclude on Combined Table",,,
"LTC1104","Exclude on Combined Table",,,
"LTC1111","Exclude on Combined Table",,,
"LTC1118","Exclude on Combined Table",,,
"LTC1202","Exclude on Combined Table",,,
"LTC1209","Exclude on Combined Table",,,
"LTC1216","Exclude on Combined Table",,,
"LTC1223","Exclude on Combined Table",,,
"LTC0106","Exclude on Combined Table",,,
"LTC0113","Exclude on Combined Table",,,
"LTC0120","Exclude on Combined Table",,,
"LTC0203","Exclude on Combined Table",,,
"LTC0210","Exclude on Combined Table",,,
"LTC0217","Exclude on Combined Table",,,
"LTC0303","Exclude on Combined Table",,,
"LTC0310","Exclude on Combined Table",,,
"LTC0317","Exclude on Combined Table",,,
"LTC0324","Exclude on Combined Table",,,
"LTC0407","Exclude on Combined Table",,,
"LTC0414","Exclude on Combined Table",,,
"LTC0421","Exclude on Combined Table",,,
"LTC0505","Exclude on Combined Table",,,
"LTC0512","Exclude on Combined Table",,,
"LTC0519","Exclude on Combined Table",,,
"LTC0602","Exclude on Combined Table",,,
"LTC0609","Exclude on Combined Table",,,
"LTC0616","Exclude on Combined Table",,,
"LTC0623","Exclude on Combined Table",,,
"LTC0707","Exclude on Combined Table",,,
"LTC0714","Exclude on Combined Table",,,
"LTC0721","Exclude on Combined Table",,,
"LTC0804","Exclude on Combined Table",,,
"LTC0811","Exclude on Combined Table",,,
"LTC0818","Exclude on Combined Table",,,
"LTC0901","Exclude on Combined Table",,,
"LTC0908","Exclude on Combined Table",,,
"LTC0915","Exclude on Combined Table",,,
"LTC0922","Exclude on Combined Table",,,
"LTC1006","Exclude on Combined Table",,,
"LTC1013","Exclude on Combined Table",,,
"LTC1020","Exclude on Combined Table",,,
"LTC1103","Exclude on Combined Table",,,
"LTC1110","Exclude on Combined Table",,,
"LTC1117","Exclude on Combined Table",,,
"LTC1201","Exclude on Combined Table",,,
"LTC1208","Exclude on Combined Table",,,
"LTC1215","Exclude on Combined Table",,,
"LTC1222","Exclude on Combined Table",,,
"ETH0823","Exclude on Combined Table",,,
"ETH0906","Exclude on Combined Table",,,
"ETH0913","Exclude on Combined Table",,,
"ETH0920","Exclude on Combined Table",,,
"ETH1004","Exclude on Combined Table",,,
"ETH1011","Exclude on Combined Table",,,
"ETH1018","Exclude on Combined Table",,,
"ETH1101","Exclude on Combined Table",,,
"ETH1108","Exclude on Combined Table",,,
"ETH1115","Exclude on Combined Table",,,
"ETH1122","Exclude on Combined Table",,,
"ETH1206","Exclude on Combined Table",,,
"ETH1213","Exclude on Combined Table",,,
"ETH1220","Exclude on Combined Table",,,
"ETH0103","Exclude on Combined Table",,,
"ETH0110","Exclude on Combined Table",,,
"ETH0117","Exclude on Combined Table",,,
"ETH0124","Exclude on Combined Table",,,
"ETH0207","Exclude on Combined Table",,,
"ETH0214","Exclude on Combined Table",,,
"ETH0221","Exclude on Combined Table",,,
"ETH0306","Exclude on Combined Table",,,
"ETH0313","Exclude on Combined Table",,,
"ETH0320","Exclude on Combined Table",,,
"ETH0403","Exclude on Combined Table",,,
"ETH0410","Exclude on Combined Table",,,
"ETH0417","Exclude on Combined Table",,,
"ETH0501","Exclude on Combined Table",,,
"ETH0508","Exclude on Combined Table",,,
"ETH0515","Exclude on Combined Table",,,
"ETH0522","Exclude on Combined Table",,,
"ETH0605","Exclude on Combined Table",,,
"ETH0612","Exclude on Combined Table",,,
"ETH0619","Exclude on Combined Table",,,
"ETH0703","Exclude on Combined Table",,,
"ETH0710","Exclude on Combined Table",,,
"ETH0717","Exclude on Combined Table",,,
"ETH0724","Exclude on Combined Table",,,
"ETH0807","Exclude on Combined Table",,,
"ETH0814","Exclude on Combined Table",,,
"ETH0821","Exclude on Combined Table",,,
"ETH0904","Exclude on Combined Table",,,
"ETH0911","Exclude on Combined Table",,,
"ETH0918","Exclude on Combined Table",,,
"ETH1002","Exclude on Combined Table",,,
"ETH1009","Exclude on Combined Table",,,
"ETH1016","Exclude on Combined Table",,,
"ETH1023","Exclude on Combined Table",,,
"ETH1106","Exclude on Combined Table",,,
"ETH1113","Exclude on Combined Table",,,
"ETH1120","Exclude on Combined Table",,,
"ETH1204","Exclude on Combined Table",,,
"ETH1211","Exclude on Combined Table",,,
"ETH1218","Exclude on Combined Table",,,
"ETH0101","Exclude on Combined Table",,,
"ETH0108","Exclude on Combined Table",,,
"ETH0115","Exclude on Combined Table",,,
"ETH0122","Exclude on Combined Table",,,
"ETH0205","Exclude on Combined Table",,,
"ETH0212","Exclude on Combined Table",,,
"ETH0219","Exclude on Combined Table",,,
"ETH0305","Exclude on Combined Table",,,
"ETH0312","Exclude on Combined Table",,,
"ETH0319","Exclude on Combined Table",,,
"ETH0402","Exclude on Combined Table",,,
"ETH0409","Exclude on Combined Table",,,
"ETH0416","Exclude on Combined Table",,,
"ETH0423","Exclude on Combined Table",,,
"ETH0507","Exclude on Combined Table",,,
"ETH0514","Exclude on Combined Table",,,
"ETH0521","Exclude on Combined Table",,,
"ETH0604","Exclude on Combined Table",,,
"ETH0611","Exclude on Combined Table",,,
"ETH0618","Exclude on Combined Table",,,
"ETH0702","Exclude on Combined Table",,,
"ETH0709","Exclude on Combined Table",,,
"ETH0716","Exclude on Combined Table",,,
"ETH0723","Exclude on Combined Table",,,
"ETH0806","Exclude on Combined Table",,,
"ETH0813","Exclude on Combined Table",,,
"ETH0820","Exclude on Combined Table",,,
"ETH0903","Exclude on Combined Table",,,
"ETH0910","Exclude on Combined Table",,,
"ETH0917","Exclude on Combined Table",,,
"ETH1001","Exclude on Combined Table",,,
"ETH1008","Exclude on Combined Table",,,
"ETH1015","Exclude on Combined Table",,,
"ETH1022","Exclude on Combined Table",,,
"ETH1105","Exclude on Combined Table",,,
"ETH1112","Exclude on Combined Table",,,
"ETH1119","Exclude on Combined Table",,,
"ETH1203","Exclude on Combined Table",,,
"ETH1210","Exclude on Combined Table",,,
"ETH1217","Exclude on Combined Table",,,
"ETH1224","Exclude on Combined Table",,,
"ETH0107","Exclude on Combined Table",,,
"ETH0114","Exclude on Combined Table",,,
"ETH0121","Exclude on Combined Table",,,
"ETH0204","Exclude on Combined Table",,,
"ETH0211","Exclude on Combined Table",,,
"ETH0218","Exclude on Combined Table",,,
"ETH0304","Exclude on Combined Table",,,
"ETH0311","Exclude on Combined Table",,,
"ETH0318","Exclude on Combined Table",,,
"ETH0401","Exclude on Combined Table",,,
"ETH0408","Exclude on Combined Table",,,
"ETH0415","Exclude on Combined Table",,,
"ETH0422","Exclude on Combined Table",,,
"ETH0506","Exclude on Combined Table",,,
"ETH0513","Exclude on Combined Table",,,
"ETH0520","Exclude on Combined Table",,,
"ETH0603","Exclude on Combined Table",,,
"ETH0610","Exclude on Combined Table",,,
"ETH0617","Exclude on Combined Table",,,
"ETH0701","Exclude on Combined Table",,,
"ETH0708","Exclude on Combined Table",,,
"ETH0715","Exclude on Combined Table",,,
"ETH0722","Exclude on Combined Table",,,
"ETH0805","Exclude on Combined Table",,,
"ETH0812","Exclude on Combined Table",,,
"ETH0819","Exclude on Combined Table",,,
"ETH0902","Exclude on Combined Table",,,
"ETH0909","Exclude on Combined Table",,,
"ETH0916","Exclude on Combined Table",,,
"ETH0923","Exclude on Combined Table",,,
"ETH1007","Exclude on Combined Table",,,
"ETH1014","Exclude on Combined Table",,,
"ETH1021","Exclude on Combined Table",,,
"ETH1104","Exclude on Combined Table",,,
"ETH1111","Exclude on Combined Table",,,
"ETH1118","Exclude on Combined Table",,,
"ETH1202","Exclude on Combined Table",,,
"ETH1209","Exclude on Combined Table",,,
